"Realized Gain/Loss - Lot Details for ...844 as of Sat Oct 05  03:10:41 EDT 2024 from 01/01/2022 to 10/05/2024","","","","","","","","","","","","","","","","","","","","","","","",""
"Symbol","Name","Closed Date","Opened Date","Quantity","Proceeds Per Share","Cost Per Share","Proceeds","Cost Basis (CB)","Gain/Loss ($)","Gain/Loss (%)","Long Term Gain/Loss","Short Term Gain/Loss","Term","Unadjusted Cost Basis","Wash Sale?","Disallowed Loss","Transaction Closed Date","Transaction Cost Basis","Total Transaction Gain/Loss ($)","Total Transaction Gain/Loss (%)","LT Transaction Gain/Loss ($)","LT Transaction Gain/Loss (%)","ST Transaction Gain/Loss ($)","ST Transaction Gain/Loss (%)"
"DAO","YOUDAO INC A ADR","02/16/2024","04/22/2023","98","$4.23","$5.66","$414.54","$555.02","-$140.48","-25.310799610825%","","-$140.48","Short Term","$555.02","No","","02/16/2024","$2,056.90","-$779.44","-37.89391803199%","","","-$779.44","-37.893918031989884%"
"DAO","YOUDAO INC A ADR","02/16/2024","04/19/2023","2","$4.23","$6.64","$8.46","$13.29","-$4.83","-36.343115124153%","","-$4.83","Short Term","$13.29","No","","02/16/2024","$2,056.90","-$779.44","-37.89391803199%","","","-$779.44","-37.893918031989884%"
"DAO","YOUDAO INC A ADR","02/16/2024","04/05/2023","10","$4.23","$8.03","$42.30","$80.31","-$38.01","-47.329099738513%","","-$38.01","Short Term","$80.31","No","","02/16/2024","$2,056.90","-$779.44","-37.89391803199%","","","-$779.44","-37.893918031989884%"
"DAO","YOUDAO INC A ADR","02/16/2024","04/05/2023","190","$4.23","$7.95","$803.70","$1,511.35","-$707.65","-46.822377344758%","","-$707.65","Short Term","$1,511.35","No","","02/16/2024","$2,056.90","-$779.44","-37.89391803199%","","","-$779.44","-37.893918031989884%"
"DAO","YOUDAO INC A ADR","02/16/2024","04/05/2023","2","$4.23","$7.70","$8.46","$15.40","-$6.94","-45.064935064935%","","-$6.94","Short Term","$15.40","No","","02/16/2024","$2,056.90","-$779.44","-37.89391803199%","","","-$779.44","-37.893918031989884%"
"TSLA 02/23/2024 190.00 P","PUT TESLA INC $190 EXP 02/23/24","02/16/2024","02/16/2024","1","$3.91","$2.38","$391.34","$237.66","$153.68","39.270199826238%","","$153.68","Short Term","$237.66","No","","02/15/2024","","","","","","",""
"TSLA 03/08/2024 170.00 P","PUT TESLA INC $170 EXP 03/08/24","02/16/2024","02/16/2024","1","$2.20","$0.88","$220.34","$87.66","$132.68","60.21602977217%","","$132.68","Short Term","$87.66","No","","02/15/2024","","","","","","",""
"BABA 02/16/2024 75.00 C","CALL ALIBABA GROUP HLDG LTD $75 EXP 02/16/24","02/15/2024","02/15/2024","1","$0.79","$0.34","$79.34","$33.66","$45.68","57.574993698009%","","$45.68","Short Term","$33.66","No","","02/14/2024","","","","","","",""
"BABA 02/23/2024 78.00 C","CALL ALIBABA GROUP HLDG LTD $78 EXP 02/23/24","02/15/2024","02/15/2024","3","$0.70","$0.40","$211.01","$118.98","$92.03","43.614046727643%","","$92.03","Short Term","$118.98","No","","02/14/2024","","","","","","",""
"CHWY 02/16/2024 20.00 C","CALL CHEWY INC $20 EXP 02/16/24","02/09/2024","02/09/2024","1","$0.71","$0.03","$71.34","$3.01","$68.33","95.780768152509%","","$68.33","Short Term","$3.01","No","","02/08/2024","","","","","","",""
"NVDA 03/01/2024 575.00 C","CALL NVIDIA CORP $575 EXP 03/01/24","02/09/2024","02/09/2024","1","$95.59","$134.19","$9,559.26","$13,418.66","-$3,859.40","-40.373418026082%","","-$3,859.40","Short Term","$13,418.66","No","","02/08/2024","","","","","","",""
"NVDL 02/16/2024 119.53 P","PUT GRNITSHR 1.5X LNG NVDA $119.53 EXP 02/16/24","02/09/2024","02/09/2024","5","$3.99","$0.76","$1,996.67","$378.30","$1,618.37","81.053454000912%","","$1,618.37","Short Term","$378.30","No","","02/08/2024","","","","","","",""
"NVDL 02/16/2024 124.53 P","PUT GRNITSHR 1.5X LNG NVDA $124.53 EXP 02/16/24","02/08/2024","02/08/2024","1","$6.31","$1.19","$631.33","$118.66","$512.67","81.204758208861%","","$512.67","Short Term","$118.66","No","","02/07/2024","","","","","","",""
"AAPL 02/23/2024 180.00 P","PUT APPLE INC $180 EXP 02/23/24","02/07/2024","02/07/2024","1","$2.51","$0.66","$251.34","$65.66","$185.68","73.876024508634%","","$185.68","Short Term","$65.66","No","","02/06/2024","","","","","","",""
"AAPL 02/23/2024 180.00 P","PUT APPLE INC $180 EXP 02/23/24","02/07/2024","02/07/2024","1","$2.02","$0.66","$202.34","$65.66","$136.68","67.549668874172%","","$136.68","Short Term","$65.66","No","","02/06/2024","","","","","","",""
"BABA 06/21/2024 80.00 P","PUT ALIBABA GROUP HLDG LTD $80 EXP 06/21/24","02/07/2024","02/07/2024","1","$9.39","$7.89","$939.33","$788.66","$150.67","16.040156281605%","","$150.67","Short Term","$788.66","No","","02/06/2024","","","","","","",""
"BABA 07/19/2024 75.00 P","PUT ALIBABA GROUP HLDG LTD $75 EXP 07/19/24","02/07/2024","02/07/2024","4","$6.81","$5.86","$2,725.33","$2,342.64","$382.69","14.041969229414%","","$382.69","Short Term","$2,342.64","No","","02/06/2024","","","","","","",""
"BABA 06/21/2024 75.00 P","PUT ALIBABA GROUP HLDG LTD $75 EXP 06/21/24","02/06/2024","02/06/2024","4","$7.36","$6.36","$2,945.33","$2,542.64","$402.69","13.672152186682%","","$402.69","Short Term","$2,542.64","No","","02/05/2024","","","","","","",""
"NVDA 02/23/2024 575.00 C","CALL NVIDIA CORP $575 EXP 02/23/24","02/05/2024","02/05/2024","1","$57.31","$93.81","$5,731.29","$9,380.66","-$3,649.37","-63.67449561966%","","-$3,649.37","Short Term","$9,380.66","No","","02/02/2024","","","","","","",""
"NVDL 02/16/2024 134.53 C","CALL GRNITSHR 1.5X LNG NVDA $134.53 EXP 02/16/24","02/05/2024","02/05/2024","1","$4.79","$13.08","$479.34","$1,307.66","-$828.32","-172.804272541411%","","-$828.32","Short Term","$1,307.66","No","","02/02/2024","","","","","","",""
"SNOW 02/09/2024 185.00 P","PUT SNOWFLAKE INC $185 EXP 02/09/24","02/05/2024","02/05/2024","2","$1.45","$0.11","$290.67","$21.32","$269.35","92.665221729109%","","$269.35","Short Term","$21.32","No","","02/02/2024","","","","","","",""
"AAPL 02/16/2024 180.00 P","PUT APPLE INC $180 EXP 02/16/24","02/02/2024","02/02/2024","1","$2.79","$2.26","$279.34","$225.66","$53.68","19.216725137825%","","$53.68","Short Term","$225.66","No","","02/01/2024","","","","","","",""
"GOOG 04/19/2024 135.00 C","CALL ALPHABET INC. $135 EXP 04/19/24","02/02/2024","02/02/2024","1","$21.59","$12.89","$2,159.32","$1,288.66","$870.66","40.321026989978%","","$870.66","Short Term","$1,288.66","No","","02/01/2024","","","","","","",""
"GOOG 05/17/2024 140.00 C","CALL ALPHABET INC. $140 EXP 05/17/24","02/02/2024","02/02/2024","1","$19.13","$11.36","$1,913.32","$1,135.66","$777.66","40.644534108252%","","$777.66","Short Term","$1,135.66","No","","02/01/2024","","","","","","",""
"SNOW 02/02/2024 185.00 P","PUT SNOWFLAKE INC $185 EXP 02/02/24","02/02/2024","02/02/2024","2","$1.38","$0.26","$276.67","$51.32","$225.35","81.450825893664%","","$225.35","Short Term","$51.32","No","","02/01/2024","","","","","","",""
"GOOG 02/09/2024 140.00 C","CALL ALPHABET INC. $140 EXP 02/09/24","01/29/2024","01/29/2024","1","$14.14","$14.31","$1,414.33","$1,430.66","-$16.33","-1.154610310182%","","-$16.33","Short Term","$1,430.66","No","","01/26/2024","","","","","","",""
"GOOG 02/16/2024 140.00 P","PUT ALPHABET INC. $140 EXP 02/16/24","01/29/2024","01/29/2024","1","$0.92","$0.89","$92.34","$88.66","$3.68","3.985271821529%","","$3.68","Short Term","$88.66","No","","01/26/2024","","","","","","",""
"GOOG 03/15/2024 135.00 C","CALL ALPHABET INC. $135 EXP 03/15/24","01/29/2024","01/29/2024","1","$9.67","$20.29","$967.33","$2,028.66","-$1,061.33","-109.717469736284%","","-$1,061.33","Short Term","$2,028.66","No","","01/26/2024","","","","","","",""
"TSLA 06/21/2024 245.00 C","CALL TESLA INC $245 EXP 06/21/24","01/29/2024","01/29/2024","1","$5.00","$4.96","$500.34","$495.66","$4.68","0.935363952512%","","$4.68","Short Term","$495.66","No","","01/26/2024","","","","","","",""
"GOOG 02/02/2024 140.00 C","CALL ALPHABET INC. $140 EXP 02/02/24","01/26/2024","01/26/2024","1","$4.95","$13.86","$495.34","$1,385.66","-$890.32","-179.739169055598%","","-$890.32","Short Term","$1,385.66","No","","01/25/2024","","","","","","",""
"GOOG 02/09/2024 135.00 P","PUT ALPHABET INC. $135 EXP 02/09/24","01/26/2024","01/26/2024","1","$0.91","$0.40","$91.34","$39.66","$51.68","56.579811692577%","","$51.68","Short Term","$39.66","No","","01/25/2024","","","","","","",""
"NVDA 02/09/2024 570.00 C","CALL NVIDIA CORP $570 EXP 02/09/24","01/26/2024","01/26/2024","1","$62.04","$50.95","$6,204.29","$5,094.66","$1,109.63","17.884882879427%","","$1,109.63","Short Term","$5,094.66","No","","01/25/2024","","","","","","",""
"NVDA 05/17/2024 495.00 C","CALL NVIDIA CORP $495 EXP 05/17/24","01/26/2024","01/26/2024","2","$147.57","$139.16","$29,514.43","$27,831.32","$1,683.11","5.702668152494%","","$1,683.11","Short Term","$27,831.32","No","","01/25/2024","","","","","","",""
"TSLA 05/17/2024 250.00 C","CALL TESLA INC $250 EXP 05/17/24","01/26/2024","01/26/2024","1","$9.91","$3.10","$991.33","$309.66","$681.67","68.763176742356%","","$681.67","Short Term","$309.66","No","","01/25/2024","","","","","","",""
"NVDA 02/02/2024 570.00 C","CALL NVIDIA CORP $570 EXP 02/02/24","01/25/2024","01/25/2024","1","$35.04","$59.92","$3,504.31","$5,991.66","-$2,487.35","-70.97973638177%","","-$2,487.35","Short Term","$5,991.66","No","","01/24/2024","","","","","","",""
"NVDA 02/09/2024 580.00 P","PUT NVIDIA CORP $580 EXP 02/09/24","01/25/2024","01/25/2024","1","$11.71","$4.16","$1,171.33","$415.66","$755.67","64.513843238029%","","$755.67","Short Term","$415.66","No","","01/24/2024","","","","","","",""
"NVDA 03/15/2024 485.00 C","CALL NVIDIA CORP $485 EXP 03/15/24","01/25/2024","01/25/2024","1","$122.19","$146.77","$12,219.24","$14,676.66","-$2,457.42","-20.111070737624%","","-$2,457.42","Short Term","$14,676.66","No","","01/24/2024","","","","","","",""
"NVDA 04/19/2024 495.00 C","CALL NVIDIA CORP $495 EXP 04/19/24","01/25/2024","01/25/2024","2","$118.25","$142.79","$23,650.48","$28,557.32","-$4,906.84","-20.747316756362%","","-$4,906.84","Short Term","$28,557.32","No","","01/24/2024","","","","","","",""
"SMCI 02/16/2024 300.00 P","PUT SUPER MICRO COMPUTER $300 EXP 02/16/24","01/25/2024","01/25/2024","1","$3.59","$0.80","$359.34","$79.66","$279.68","77.831580119107%","","$279.68","Short Term","$79.66","No","","01/24/2024","","","","","","",""
"SMCI 02/16/2024 300.00 P","PUT SUPER MICRO COMPUTER $300 EXP 02/16/24","01/25/2024","01/25/2024","1","$3.23","$0.80","$323.34","$79.66","$243.68","75.363394569184%","","$243.68","Short Term","$79.66","No","","01/24/2024","","","","","","",""
"NVDA 01/26/2024 570.00 C","CALL NVIDIA CORP $570 EXP 01/26/24","01/23/2024","01/23/2024","1","$15.79","$30.56","$1,579.33","$3,055.66","-$1,476.33","-93.478247104785%","","-$1,476.33","Short Term","$3,055.66","No","","01/22/2024","","","","","","",""
"NVDA 02/02/2024 580.00 P","PUT NVIDIA CORP $580 EXP 02/02/24","01/23/2024","01/23/2024","1","$15.17","$8.56","$1,517.33","$855.66","$661.67","43.607521106154%","","$661.67","Short Term","$855.66","No","","01/22/2024","","","","","","",""
"NVDA 03/01/2024 485.00 C","CALL NVIDIA CORP $485 EXP 03/01/24","01/23/2024","01/23/2024","1","$76.23","$119.89","$7,623.28","$11,988.66","-$4,365.38","-57.263802457735%","","-$4,365.38","Short Term","$11,988.66","No","","01/22/2024","","","","","","",""
"NVDA 03/15/2024 495.00 C","CALL NVIDIA CORP $495 EXP 03/15/24","01/23/2024","01/23/2024","2","$97.33","$111.37","$19,466.51","$22,273.32","-$2,806.81","-14.418660561138%","","-$2,806.81","Short Term","$22,273.32","No","","01/22/2024","","","","","","",""
"SNOW 01/26/2024 185.00 P","PUT SNOWFLAKE INC $185 EXP 01/26/24","01/23/2024","01/23/2024","1","$2.19","$0.25","$219.34","$24.66","$194.68","88.757180632808%","","$194.68","Short Term","$24.66","No","","01/22/2024","","","","","","",""
"SNOW 01/26/2024 185.00 P","PUT SNOWFLAKE INC $185 EXP 01/26/24","01/23/2024","01/23/2024","1","$2.41","$0.25","$241.34","$24.66","$216.68","89.782050219607%","","$216.68","Short Term","$24.66","No","","01/22/2024","","","","","","",""
"BABA 01/26/2024 78.00 C","CALL ALIBABA GROUP HLDG LTD $78 EXP 01/26/24","01/22/2024","01/22/2024","1","$0.32","$0.04","$32.34","$4.01","$28.33","87.600494743352%","","$28.33","Short Term","$4.01","No","","01/19/2024","","","","","","",""
"BABA 02/02/2024 75.00 C","CALL ALIBABA GROUP HLDG LTD $75 EXP 02/02/24","01/22/2024","01/22/2024","1","$3.34","$0.23","$334.34","$22.66","$311.68","93.222468146198%","","$311.68","Short Term","$22.66","No","","01/19/2024","","","","","","",""
"BABA 02/02/2024 76.00 C","CALL ALIBABA GROUP HLDG LTD $76 EXP 02/02/24","01/22/2024","01/22/2024","4","$1.70","$0.19","$681.34","$74.64","$606.70","89.045116975372%","","$606.70","Short Term","$74.64","No","","01/19/2024","","","","","","",""
"BABA 03/15/2024 80.00 C","CALL ALIBABA GROUP HLDG LTD $80 EXP 03/15/24","01/22/2024","01/22/2024","1","$3.44","$0.92","$344.34","$91.66","$252.68","73.380960678399%","","$252.68","Short Term","$91.66","No","","01/19/2024","","","","","","",""
"GOOG 02/02/2024 131.00 P","PUT ALPHABET INC. $131 EXP 02/02/24","01/22/2024","01/22/2024","1","$1.45","$0.43","$145.34","$42.66","$102.68","70.648135406633%","","$102.68","Short Term","$42.66","No","","01/19/2024","","","","","","",""
"GOTU 04/19/2024 3.00 C","CALL GAOTU TECHEDU INC $3 EXP 04/19/24","01/22/2024","01/22/2024","205","$1.06","$0.75","$21,676.09","$15,305.24","$6,370.85","29.391140191797%","","$6,370.85","Short Term","$15,305.24","No","","01/19/2024","","","","","","",""
"NVDA 01/19/2024 570.00 C","CALL NVIDIA CORP $570 EXP 01/19/24","01/22/2024","01/22/2024","1","$3.96","$8.67","$396.34","$866.66","-$470.32","-118.66579199677%","","-$470.32","Short Term","$866.66","No","","01/19/2024","","","","","","",""
"NVDA 01/26/2024 580.00 P","PUT NVIDIA CORP $580 EXP 01/26/24","01/22/2024","01/22/2024","1","$11.22","$9.84","$1,122.33","$983.66","$138.67","12.355546051518%","","$138.67","Short Term","$983.66","No","","01/19/2024","","","","","","",""
"NVDA 02/16/2024 495.00 C","CALL NVIDIA CORP $495 EXP 02/16/24","01/22/2024","01/22/2024","2","$72.23","$89.52","$14,446.55","$17,903.32","-$3,456.77","-23.927996649719%","","-$3,456.77","Short Term","$17,903.32","No","","01/19/2024","","","","","","",""
"NVDA 03/15/2024 495.00 P","PUT NVIDIA CORP $495 EXP 03/15/24","01/22/2024","01/22/2024","1","$10.82","$8.18","$1,082.33","$817.66","$264.67","24.453724834385%","","$264.67","Short Term","$817.66","No","","01/19/2024","","","","","","",""
"SMCI 02/09/2024 250.00 P","PUT SUPER MICRO COMPUTER $250 EXP 02/09/24","01/22/2024","01/22/2024","1","$2.76","$1.10","$276.34","$109.66","$166.68","60.317000796121%","","$166.68","Short Term","$109.66","No","","01/19/2024","","","","","","",""
"SMCI 02/09/2024 260.00 P","PUT SUPER MICRO COMPUTER $260 EXP 02/09/24","01/22/2024","01/22/2024","1","$3.72","$1.03","$372.34","$102.66","$269.68","72.428425632486%","","$269.68","Short Term","$102.66","No","","01/19/2024","","","","","","",""
"SNOW 01/19/2024 185.00 P","PUT SNOWFLAKE INC $185 EXP 01/19/24","01/22/2024","01/22/2024","1","$1.28","$0.17","$128.34","$16.66","$111.68","87.018856163316%","","$111.68","Short Term","$16.66","No","","01/19/2024","","","","","","",""
"TSLA 04/19/2024 255.00 C","CALL TESLA INC $255 EXP 04/19/24","01/22/2024","01/22/2024","1","$12.31","$6.33","$1,231.33","$632.66","$598.67","48.619785110409%","","$598.67","Short Term","$632.66","No","","01/19/2024","","","","","","",""
"AAPL 02/02/2024 180.00 P","PUT APPLE INC $180 EXP 02/02/24","01/19/2024","01/19/2024","1","$2.30","$1.19","$230.34","$118.66","$111.68","48.484848484848%","","$111.68","Short Term","$118.66","No","","01/18/2024","","","","","","",""
"BABA 01/19/2024 75.00 C","CALL ALIBABA GROUP HLDG LTD $75 EXP 01/19/24","01/19/2024","01/19/2024","1","$2.77","$0.01","$277.34","$1.01","$276.33","99.635826061874%","","$276.33","Short Term","$1.01","No","","01/18/2024","","","","","","",""
"BABA 05/17/2024 75.00 C","CALL ALIBABA GROUP HLDG LTD $75 EXP 05/17/24","01/19/2024","01/19/2024","4","$6.33","$3.76","$2,533.33","$1,502.64","$1,030.69","40.685185112086%","","$1,030.69","Short Term","$1,502.64","No","","01/18/2024","","","","","","",""
"COIN 06/21/2024 150.00 C","CALL COINBASE GLOBAL INC $150 EXP 06/21/24","01/19/2024","01/19/2024","1","$27.10","$16.87","$2,710.32","$1,686.66","$1,023.66","37.768971929514%","","$1,023.66","Short Term","$1,686.66","No","","01/18/2024","","","","","","",""
"SMCI","SUPER MICRO COMPUTER","01/19/2024","12/05/2023","1","$408.10","$262.00","$408.10","$262.00","$146.10","55.763358778626%","","$146.10","Short Term","$262.00","No","","01/19/2024","","","","","","",""
"SMCI","SUPER MICRO COMPUTER","01/19/2024","12/01/2023","1","$408.10","$270.23","$408.10","$270.23","$137.87","51.019501905784%","","$137.87","Short Term","$270.23","No","","01/19/2024","","","","","","",""
"SMCI","SUPER MICRO COMPUTER","01/19/2024","11/20/2023","1","$408.09","$302.90","$408.09","$302.90","$105.19","34.727632882139%","","$105.19","Short Term","$302.90","No","","01/19/2024","","","","","","",""
"NVDA 01/19/2024 492.50 C","CALL NVIDIA CORP $492.5 EXP 01/19/24","01/17/2024","01/17/2024","2","$9.19","$68.98","$1,838.66","$13,795.32","-$11,956.66","-650.292060522337%","","-$11,956.66","Short Term","$13,795.32","No","","01/16/2024","","","","","","",""
"NVDA 02/23/2024 495.00 P","PUT NVIDIA CORP $495 EXP 02/23/24","01/17/2024","01/17/2024","1","$10.34","$7.39","$1,034.33","$738.66","$295.67","28.585654481645%","","$295.67","Short Term","$738.66","No","","01/16/2024","","","","","","",""
"NVDA 04/19/2024 400.00 C","CALL NVIDIA CORP $400 EXP 04/19/24","01/17/2024","01/17/2024","1","$98.68","$169.57","$9,868.26","$16,956.66","-$7,088.40","-71.83029227037%","","-$7,088.40","Short Term","$16,956.66","No","","01/16/2024","","","","","","",""
"BABA 01/26/2024 80.00 C","CALL ALIBABA GROUP HLDG LTD $80 EXP 01/26/24","01/16/2024","01/16/2024","1","$1.21","$0.21","$121.34","$20.66","$100.68","82.973462996539%","","$100.68","Short Term","$20.66","No","","01/12/2024","","","","","","",""
"GOOG 02/09/2024 130.00 P","PUT ALPHABET INC. $130 EXP 02/09/24","01/16/2024","01/16/2024","1","$1.82","$0.73","$182.34","$72.66","$109.68","60.151365580783%","","$109.68","Short Term","$72.66","No","","01/12/2024","","","","","","",""
"GOOG 02/09/2024 134.00 P","PUT ALPHABET INC. $134 EXP 02/09/24","01/16/2024","01/16/2024","1","$2.84","$1.23","$284.34","$122.66","$161.68","56.861503833439%","","$161.68","Short Term","$122.66","No","","01/12/2024","","","","","","",""
"AAPL 02/09/2024 165.00 P","PUT APPLE INC $165 EXP 02/09/24","01/12/2024","01/12/2024","1","$0.57","$0.43","$57.34","$42.66","$14.68","25.601674223927%","","$14.68","Short Term","$42.66","No","","01/11/2024","","","","","","",""
"BABA 01/12/2024 55.00 P","PUT ALIBABA GROUP HLDG LTD $55 EXP 01/12/24","01/12/2024","12/05/2023","4","$0.00","$0.12","$0.00","$46.64","-$46.64","-100%","","-$46.64","Short Term","$46.64","No","","01/12/2024","","","","","","",""
"COIN 03/15/2024 150.00 C","CALL COINBASE GLOBAL INC $150 EXP 03/15/24","01/12/2024","01/12/2024","1","$28.46","$16.51","$2,846.32","$1,650.66","$1,195.66","42.007223362096%","","$1,195.66","Short Term","$1,650.66","No","","01/11/2024","","","","","","",""
"GOTU 01/19/2024 3.50 C","CALL GAOTU TECHEDU INC $3.5 EXP 01/19/24","01/12/2024","01/12/2024","10","$0.31","$0.27","$313.38","$266.60","$46.78","14.927563979833%","","$46.78","Short Term","$266.60","No","","01/11/2024","","","","","","",""
"NVDA","NVIDIA CORP","01/12/2024","01/02/2024","100","$491.25","$481.73","$49,124.92","$48,173.00","$951.92","1.976044672327%","","$951.92","Short Term","$48,173.00","No","","01/12/2024","","","","","","",""
"NVDA 01/26/2024 480.00 C","CALL NVIDIA CORP $480 EXP 01/26/24","01/12/2024","01/12/2024","1","$18.97","$69.85","$1,897.32","$6,984.66","-$5,087.34","-268.132945417747%","","-$5,087.34","Short Term","$6,984.66","No","","01/11/2024","","","","","","",""
"NVDA 02/23/2024 480.00 P","PUT NVIDIA CORP $480 EXP 02/23/24","01/12/2024","01/12/2024","1","$10.00","$7.41","$1,000.33","$740.66","$259.67","25.958433716873%","","$259.67","Short Term","$740.66","No","","01/11/2024","","","","","","",""
"TAL 01/12/2024 10.00 P","PUT TAL ED GROUP $10 EXP 01/12/24","01/12/2024","12/12/2023","10","$0.10","$0.00","$104.38","$0.00","$104.38","100%","","$104.38","Short Term","$0.00","No","","01/12/2024","","","","","","",""
"TSLA 01/26/2024 255.00 C","CALL TESLA INC $255 EXP 01/26/24","01/12/2024","01/12/2024","1","$6.70","$1.99","$670.33","$198.66","$471.67","70.363850640729%","","$471.67","Short Term","$198.66","No","","01/11/2024","","","","","","",""
"NVDA 02/16/2024 455.00 P","PUT NVIDIA CORP $455 EXP 02/16/24","01/10/2024","01/10/2024","1","$8.24","$2.65","$824.33","$264.66","$559.67","67.893925976247%","","$559.67","Short Term","$264.66","No","","01/09/2024","","","","","","",""
